author,title,description,source_name,source_id,Sentiment,Topics
"Hannah Knudsen, Hannah Knudsen",Donald Trump in NC After 'Garbage' Gate: 'You Can't Be President If You Hate the American People',"""You can't be president if you hate the American people,"" former President Donald Trump said during a rally in North Carolina.
The post Donald Trump in NC After ‘Garbage’ Gate: ‘You Can’t Be President If You Hate the American People’ appeared first on Breitba…",Breitbart News,breitbart-news,Negative,
"Warner Todd Huston, Warner Todd Huston",'We Can't Have 4 More Years of This': Boxer and Youtuber Jake Paul Endorses Donald Trump for President,"Boxer and Youtube star Jake Paul has made up his mind and in a video posted to social media has endorsed Donald Trump for president.
The post ‘We Can’t Have 4 More Years of This’: Boxer and Youtuber Jake Paul Endorses Donald Trump for President appeared first…",Breitbart News,breitbart-news,Positive,Social Media and Influence
"David Ng, David Ng","Rap Mogul Michael Harris Delivers Passionate Speech: 'If It Wasn’t for Donald Trump, I Wouldn’t Be Standing Here Today'","Rap mogul Michael ""Harry-O"" Harris, who co-founded Death Row Records, has praised former President Donald Trump, saying ""if it wasn't for Donald Trump, I wouldn't be standing here today.""
The post Rap Mogul Michael Harris Delivers Passionate Speech: ‘If It Wa…",Breitbart News,breitbart-news,Negative,
"Elizabeth Weibel, Elizabeth Weibel",Tulsi Gabbard Thanks President-Elect Donald Trump for Allowing Her to 'Play a Small Part' in His Campaign,"Former Rep. Tulsi Gabbard (R-HI) thanked President-elect and former President Donald Trump for allowing her to ""play a small part"" in his presidential campaign.
The post Tulsi Gabbard Thanks President-Elect Donald Trump for Allowing Her to ‘Play a Small Part’…",Breitbart News,breitbart-news,Negative,Elections and Campaigns
"Nick Gilbertson, Nick Gilbertson",Donald Trump Meets with House Republicans on Capitol Hill as President-Elect: 'Isn't It Nice to Win?',"President-elect Donald Trump met with House Republicans on Capitol Hill Wednesday morning to start a busy day in D.C.
The post Donald Trump Meets with House Republicans on Capitol Hill as President-Elect: ‘Isn’t It Nice to Win?’ appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Kristina Wong, Kristina Wong",Report: President-Elect Donald Trump Tells Russian President Vladimir Putin Not to Escalate in Ukraine; Russia Denies Call,"President-Elect Donald Trump advised Russian President Vladimir Putin in a phone call on Thursday not to escalate the war in Ukraine and reminded him of Washington's sizable military presence in Europe, according to the Washington Post.
The post Report: Presi…",Breitbart News,breitbart-news,Negative,
Nilay Patel,Here’s FCC Commissioner Brendan Carr sucking up to Donald Trump by threatening to take NBC off the air,"NBC gave Trump equal time on its network after Kamala Harris appeared on SNL, but Brendan Carr thinks government speech regulations are a good idea.",The Verge,the-verge,Positive,Politics and Governance
Daniella Silva,Presidential Election 2024 Live Results: Kamala Harris vs. Donald Trump,View live election results from the 2024 presidential race as Kamala Harris and Donald Trump face off. See the map of votes by state as results are tallied.,NBC News,nbc-news,Positive,Elections and Campaigns
,Donald Trump speaks from campaign-branded garbage truck | CNN Politics,"Donald Trump sat in a Trump-branded garbage truck in Green Bay, Wisconsin, from which he criticized Joe Biden over his “garbage” comments. The president’s remarks have sparked backlash from many who interpreted them as referring to Trump supporters as “garbag…",CNN,cnn,Positive,Elections and Campaigns
"Jessie Yeung, Tori B. Powell, Shania Shelton, Elise Hammond","Live updates: Donald Trump, Kamala Harris election news | CNN Politics","With only four days until Election Day, Vice President Kamala Harris and former President Donald Trump are both campaigning in Wisconsin today. Follow here for the latest live news updates on the 2024 campaign.",CNN,cnn,Positive,Elections and Campaigns
Melissa Quinn,Harris to give speech after loss to Donald Trump in 2024 presidential election,CBS News projects that Trump has won a second term in the White House after surpassing the 270 electoral votes needed for victory.,CBS News,cbs-news,Neutral,Elections and Campaigns
Anthony Bettin,Donald Trump wins Minnesota county where Tim Walz launched political career,"While Vice President Kamala Harris and Gov. Tim Walz won the statewide presidential vote in Minnesota, President-elect Donald Trump and running mate JD Vance outgained them in the county where Walz first entered politics.",CBS News,cbs-news,Positive,Elections and Campaigns
Alli Rosenbloom,‘SNL’ cast directly appeal to President-elect Donald Trump during cold open of post-election episode | CNN,"Several of the cast members of “Saturday Night Live” took to the stage at Studio 8H in New York on Saturday in the first episode after the presidential election, where they jokingly appealed directly to President-elect Donald Trump about how they shouldn’t be…",CNN,cnn,Positive,Elections and Campaigns
Nick Gilbertson,"Donald Trump Did Not Call for the Assassination of a Cheney, But One of Kamala Harris’s Celebrity Endorsers Did","Former President Donald Trump in no way called for the execution of former Rep. Liz Cheney (R-WY) as media outlets claim in their latest anti-Trump hoax, but one of Vice President Kamala Harris's top celebrity endorsers called for either then-Vice President D…",Breitbart News,breitbart-news,Positive,
"Antoinette Radford, Jessie Yeung, Maureen Chowdhury, Elise Hammond, Aditi Sangal","Live updates: Donald Trump, Kamala Harris election news | CNN Politics","One week until Election Day, Vice President Kamala Harris is delivering a final-stretch closing argument address tonight in Washington, DC, while former President Donald Trump campaigns in battleground Pennsylvania. Follow here for the latest live news update…",CNN,cnn,Positive,Elections and Campaigns
Jeremy Herb,How Donald Trump is laying the groundwork to dispute the election results – again | CNN Politics,Donald Trump is re-using his 2020 playbook to baselessly claim the 2024 election is being stolen from him and is being joined by allies with big megaphones amplifying his falsehoods ahead of Election Day.,CNN,cnn,Neutral,Elections and Campaigns
Mike Levine,3 charged in Iran-linked plot to assassinate Donald Trump as revenge for killing Qassem Soleimani: DOJ,3 charged in Iran-linked plot to assassinate Donald Trump as revenge for killing Qassem Soleimani: DOJgo.com,ABC News,abc-news,Neutral,
Steven Levy,Donald Trump Isn’t the Only Chaos Agent,He’s not even the biggest one. Monumental change will instead come from tech—from AI.,Wired,wired,Neutral,
"Shania Shelton, Tori B. Powell, Kaanita Iyer, Adrienne Vogt, Isabelle D’Antonio, Emma Tucker, Matt Meyer","Live updates: Donald Trump, Kamala Harris election news | CNN Politics","With only three days until Election Day, Vice President Kamala Harris and former President Donald Trump are racing to deliver their closing pitches to voters in key battleground states. Follow here for the latest live news updates.",CNN,cnn,Positive,Elections and Campaigns
"Antoinette Radford, Michelle Shen, Isabelle D’Antonio","Live updates: Donald Trump, Kamala Harris election news | CNN Politics","With only two days until Election Day, Vice President Kamala Harris and former President Donald Trump are making their final case to voters in pivotal battleground states. Follow here for the latest live news updates.",CNN,cnn,Positive,Elections and Campaigns
Hannah Rabinowitz,DOJ charges three in Iranian plot to kill Donald Trump | CNN Politics,The Justice Department on Friday announced federal charges against three people in a thwarted Iranian plot to kill Donald Trump before the presidential election.,CNN,cnn,Neutral,Elections and Campaigns
Tierney Sneed,Can Donald Trump vote in the 2024 election? Here’s what to know,"While Florida generally makes it challenging for people in the state with felony convictions to regain their voting rights, former President Donald Trump had no issue casting a ballot for himself Tuesday in Palm Beach.",CNN,cnn,Positive,Elections and Campaigns
Rosa Flores,Immigration policy: Donald Trump has promised a closed border and mass deportations. Those affected are taking action,"Immigrants, their employers and groups who work with them are already taking action ahead of President-elect Donald Trump’s second term, in which he has promised to deport millions of people.",CNN,cnn,Positive,"Politics and Governance, Immigration"
Lucas Nolan,"Assassination Tool: Fitness App Strava Exposes Location of Donald Trump, Other World Leaders","An investigation by French newspaper Le Monde has revealed that the confidential movements of former President Donald Trump, a target of multiple assassination attempts, as well as other world leaders can be easily tracked online through the fitness app Strav…",Breitbart News,breitbart-news,Positive,
Makena Kelly,Donald Trump Defeats Kamala Harris in the 2024 Presidential Election,"In a decisive victory, Trump won every swing state that has been called so far.",Wired,wired,Positive,Elections and Campaigns
"David Gilbert, Vittoria Elliott","In Pews Across America, Evangelicals Are Told That God Wants Donald Trump","The weekend before the election, one Pennsylvania pastor told congregants that hosting Elon Musk weeks earlier was “phenomenal.” In Nevada, another dressed as a garbageman while urging his flock to vote Trump.",Wired,wired,Positive,Elections and Campaigns
Vittoria Elliott,Donald Trump to Nominate Anti-Vaccine Activist Robert F. Kennedy Jr. to Oversee US Public Health,Putting Robert F. Kennedy Jr. in charge of the Department of Heath and Human Services would fulfill Donald Trump’s promise to let him “go wild on health.”,Wired,wired,Positive,Public Health
"John L. Dorman,Alice Tecotzky",Photos show Donald Trump and Elon Musk's post-election bromance,"Donald Trump and Elon Musk have been nearly inseparable since the election, from going to boxing matches, to meeting with Congress, to playing golf.",Business Insider,business-insider,Positive,"Elections and Campaigns, Politics and Governance"
Pete Syme,It looks like Donald Trump will get to fly on his cut-price Air Force One after all,"Donald Trump renegotiated a deal with Boeing and designed his own Air Force One livery in his first term, but the new 747-8s are still being modified.",Business Insider,business-insider,Positive,
Tom Carter,SpaceX gears up to catch Starship again — and Donald Trump may join Elon Musk for the launch,"SpaceX is set to conduct the sixth test flight of Starship, the 165-foot spacecraft that Musk wants to use to take humanity to Mars, on Tuesday.",Business Insider,business-insider,Positive,
Philip Elliott,"Once Again, Donald Trump Misreads the Senate","As Trump's base claims he can appoint his cabinet through recess appointments, McConnell defends the Senate's role, suggests it's the only option",Time,time,Negative,Politics and Governance
Luke Voyles / Made by History,Grover Cleveland’s Second Term Offers a Warning for Donald Trump and the GOP,"The only president before Trump to win, lose, and win again ended up decimating his own party during his second term.",Time,time,Positive,
Zach Schonfeld,How Grover Cleveland’s Grandson Feels About Donald Trump Becoming the Second U.S. President to Serve Nonconsecutive Terms,"Trump is often described as unprecedented, but in winning a non-consecutive second term, he has a significant antecedent: Grover Cleveland.",Time,time,Positive,
Alexandra Hutzler,Donald Trump responds to Jack Smith's move to dismiss felony cases,"Vice President-elect JD Vance said Monday Trump ""may have very well spent his life in prison"" had he not won the 2024 election.",ABC News,abc-news,Positive,Elections and Campaigns
,Donald Trump nominates Linda McMahon for U.S. education secretary,U.S. president-elect Donald Trump says he will nominate pro wrestling billionaire Linda McMahon to be his education secretary.,CBC News,cbc-news,Neutral,
,U.S. prosecutors seek to drop charges in 2 federal cases against Donald Trump,"U.S. federal prosecutors moved Monday to dismiss the criminal charges against Donald Trump that accused him of plotting to overturn the 2020 election and to abandon the classified documents case against him, citing longstanding U.S. Justice Department policy …",CBC News,cbc-news,Negative,"Elections and Campaigns, Politics and Governance"
CBS News,President-elect Donald Trump nominates Pam Bondi for attorney general,President-elect Donald Trump has named former Florida Attorney General Pam Bondi as his new pick for U.S. attorney general. The announcement follows Matt Gaetz's withdrawal amid a storm of sexual misconduct allegations which he denies.,CBS News,cbs-news,Positive,
CBS News,President-elect Donald Trump picks Lori Chavez-DeRemer for Labor secretary,"President-elect Donald Trump continued to fill out his administration over the weekend, choosing Rep. Lori Chavez-DeRemer of Oregon to run the Labor Department in a move that was praised by the president of the Teamsters. CBS News political reporter Hunter Wo…",CBS News,cbs-news,Neutral,
CBS News,Jack Smith seeks to dismiss charges against Donald Trump in election interference case,Special counsel Jack Smith has filed a motion to dismiss the charges against President-elect Donald Trump stemming from an alleged scheme to subvert the transfer of power after the election in 2020. Nancy Cordes anchored CBS News' special report on the legal …,CBS News,cbs-news,Positive,"Elections and Campaigns, Legal Issues"
"Hannah Knudsen, Hannah Knudsen",Poll: Independents Tipped for Donald Trump over Kamala Harris,"Independents tipped for President-elect Donald Trump over Vice President Kamala Harris in the 2024 presidential election, according to the latest Harvard-Harris Poll.
The post Poll: Independents Tipped for Donald Trump over Kamala Harris appeared first on Bre…",Breitbart News,breitbart-news,Positive,Elections and Campaigns
"Paul Bois, Paul Bois",Donald Trump Nominates Brendan Carr to Chair FCC,"President-elect Donald Trump has nominated Brendan Carr to serve as Chairman of the Federal Communications Commission (FCC).
The post Donald Trump Nominates Brendan Carr to Chair FCC appeared first on Breitbart.",Breitbart News,breitbart-news,Positive,
"Hannah Knudsen, Hannah Knudsen",Poll: Plurality Say Donald Trump Will Bring Down Cost of Food and Groceries,"A plurality of Americans believe President-elect Donald Trump will bring down the cost of food and groceries, a recently released CBS/YouGov survey found.
The post Poll: Plurality Say Donald Trump Will Bring Down Cost of Food and Groceries appeared first on B…",Breitbart News,breitbart-news,Negative,
"Nick Gilbertson, Nick Gilbertson","Democrat Pitches Secession Where New York, 3 More States Would Join Canada to Resist Donald Trump","A Democrat state lawmaker in New York is calling for a coalition of northeast states to secede from the Union and join Canada to resist Donald Trump.
The post Democrat Pitches Secession Where New York, 3 More States Would Join Canada to Resist Donald Trump ap…",Breitbart News,breitbart-news,Positive,Legal Issues
"Paul Bois, Paul Bois",Donald Trump Jr. Floats Breitbart News Editor in Chief Alex Marlow to Run 'MSDNC' After Elon Musk Buys It,"Breitbart News Editor-in-Chief Alex Marlow appeared on Donald Trump Jr.'s show this week where the two discussed who should take charge of MSNBC if billionaire Elon Musk were to purchase it.
The post Donald Trump Jr. Floats Breitbart News Editor in Chief Alex…",Breitbart News,breitbart-news,Neutral,
,Elon Musk launches Starship test flight with Donald Trump watching,"Elon Musk's SpaceX launched its sixth Starship test flight to space on Tuesday from Texas, eyeing an array of improvements on the rocket as U.S. president-elect Donald Trump watched in person.",CBC News,cbc-news,Neutral,
Ewan Palmer,Rand Paul's History of Criticizing Donald Trump,The Kentucky senator has become more critical of the president-elect in recent months.,Newsweek,newsweek,Positive,
Sean O'Driscoll,Can Donald Trump Pardon Rudy Giuliani?,Guliani is facing two criminal trails and a defamation judgement.,Newsweek,newsweek,Negative,
Monica Sager,Cybertruck Spotted in Donald Trump Motorcade,"It's unclear if Elon Musk was in the cybertruck, but he welcomed President-elect Trump at the launch of SpaceX's Starship rocket.",Newsweek,newsweek,Neutral,
